  ********************************************* 
  Inhomogeneous Hartree-Fock
  Version 7 
  ********************************************* 
  Lattice size: Nx,  Ny 
          16           4
  Nearest Hopping: tx, ty 
    1.000000    1.000000
  Next-Nearest Hopping tprime
    0.000000
  Effective Coulumb Interaction 
    2.800000
  Original Chemical Potential 
    0.000000
  Inverse Temperature
   50.000000
  Pinning Field Strength 
    0.200000
  Random Initialization Scale 
    0.500000
  Random Number Seed
       20000
  Number of Iterations 
        1000
  Relaxation Rate 
    0.700000
  If Pinning Is Turned On
 T
  Output File Name 
Data/OBC/tprime-0p2/rho0p875/p02/L16W4/Results_tprime0p00_U2
  
  Initial Electron Density 
     1    0.875000    0.000000
     2    0.000000    0.875000
     3    0.875000    0.000000
     4    0.000000    0.875000
     5    0.875000    0.000000
     6    0.000000    0.875000
     7    0.875000    0.000000
     8    0.000000    0.875000
     9    0.875000    0.000000
    10    0.000000    0.875000
    11    0.875000    0.000000
    12    0.000000    0.875000
    13    0.875000    0.000000
    14    0.000000    0.875000
    15    0.875000    0.000000
    16    0.000000    0.875000
    17    0.000000    0.875000
    18    0.875000    0.000000
    19    0.000000    0.875000
    20    0.875000    0.000000
    21    0.000000    0.875000
    22    0.875000    0.000000
    23    0.000000    0.875000
    24    0.875000    0.000000
    25    0.000000    0.875000
    26    0.875000    0.000000
    27    0.000000    0.875000
    28    0.875000    0.000000
    29    0.000000    0.875000
    30    0.875000    0.000000
    31    0.000000    0.875000
    32    0.875000    0.000000
    33    0.875000    0.000000
    34    0.000000    0.875000
    35    0.875000    0.000000
    36    0.000000    0.875000
    37    0.875000    0.000000
    38    0.000000    0.875000
    39    0.875000    0.000000
    40    0.000000    0.875000
    41    0.875000    0.000000
    42    0.000000    0.875000
    43    0.875000    0.000000
    44    0.000000    0.875000
    45    0.875000    0.000000
    46    0.000000    0.875000
    47    0.875000    0.000000
    48    0.000000    0.875000
    49    0.000000    0.875000
    50    0.875000    0.000000
    51    0.000000    0.875000
    52    0.875000    0.000000
    53    0.000000    0.875000
    54    0.875000    0.000000
    55    0.000000    0.875000
    56    0.875000    0.000000
    57    0.000000    0.875000
    58    0.875000    0.000000
    59    0.000000    0.875000
    60    0.875000    0.000000
    61    0.000000    0.875000
    62    0.875000    0.000000
    63    0.000000    0.875000
    64    0.875000    0.000000
it, E/N =          1     -0.92574124
it, E/N =          2     -1.05432390
it, E/N =          3     -1.10609906
it, E/N =          4     -1.08306402
it, E/N =          5     -1.07121095
it, E/N =          6     -1.06388089
it, E/N =          7     -1.05700922
it, E/N =          8     -1.05162496
it, E/N =          9     -1.04796683
it, E/N =         10     -1.04611284
it, E/N =         11     -1.04603740
it, E/N =         12     -1.04716275
it, E/N =         13     -1.04874191
it, E/N =         14     -1.05031349
it, E/N =         15     -1.05169215
it, E/N =         16     -1.05282330
it, E/N =         17     -1.05371448
it, E/N =         18     -1.05440183
it, E/N =         19     -1.05492892
it, E/N =         20     -1.05533536
it, E/N =         21     -1.05565292
it, E/N =         22     -1.05590527
it, E/N =         23     -1.05610946
it, E/N =         24     -1.05627751
it, E/N =         25     -1.05641794
it, E/N =         26     -1.05653684
it, E/N =         27     -1.05663861
it, E/N =         28     -1.05672652
it, E/N =         29     -1.05680305
it, E/N =         30     -1.05687011
it, E/N =         31     -1.05692920
it, E/N =         32     -1.05698154
it, E/N =         33     -1.05702808
it, E/N =         34     -1.05706965
it, E/N =         35     -1.05710689
it, E/N =         36     -1.05714038
it, E/N =         37     -1.05717057
it, E/N =         38     -1.05719787
it, E/N =         39     -1.05722260
it, E/N =         40     -1.05724508
it, E/N =         41     -1.05726553
it, E/N =         42     -1.05728420
