  ********************************************* 
  Inhomogeneous Hartree-Fock
  Version 7 
  ********************************************* 
  Lattice size: Nx,  Ny 
          16           4
  Nearest Hopping: tx, ty 
    1.000000    1.000000
  Next-Nearest Hopping tprime
    0.000000
  Effective Coulumb Interaction 
    2.700000
  Original Chemical Potential 
    0.000000
  Inverse Temperature
   50.000000
  Pinning Field Strength 
    0.200000
  Random Initialization Scale 
    0.500000
  Random Number Seed
       20000
  Number of Iterations 
        1000
  Relaxation Rate 
    0.700000
  If Pinning Is Turned On
 T
  Output File Name 
Data/OBC/tprime-0p2/rho0p875/p02/L16W4/Results_tprime0p00_U2
  
  Initial Electron Density 
     1    0.875000    0.000000
     2    0.000000    0.875000
     3    0.875000    0.000000
     4    0.000000    0.875000
     5    0.875000    0.000000
     6    0.000000    0.875000
     7    0.875000    0.000000
     8    0.000000    0.875000
     9    0.875000    0.000000
    10    0.000000    0.875000
    11    0.875000    0.000000
    12    0.000000    0.875000
    13    0.875000    0.000000
    14    0.000000    0.875000
    15    0.875000    0.000000
    16    0.000000    0.875000
    17    0.000000    0.875000
    18    0.875000    0.000000
    19    0.000000    0.875000
    20    0.875000    0.000000
    21    0.000000    0.875000
    22    0.875000    0.000000
    23    0.000000    0.875000
    24    0.875000    0.000000
    25    0.000000    0.875000
    26    0.875000    0.000000
    27    0.000000    0.875000
    28    0.875000    0.000000
    29    0.000000    0.875000
    30    0.875000    0.000000
    31    0.000000    0.875000
    32    0.875000    0.000000
    33    0.875000    0.000000
    34    0.000000    0.875000
    35    0.875000    0.000000
    36    0.000000    0.875000
    37    0.875000    0.000000
    38    0.000000    0.875000
    39    0.875000    0.000000
    40    0.000000    0.875000
    41    0.875000    0.000000
    42    0.000000    0.875000
    43    0.875000    0.000000
    44    0.000000    0.875000
    45    0.875000    0.000000
    46    0.000000    0.875000
    47    0.875000    0.000000
    48    0.000000    0.875000
    49    0.000000    0.875000
    50    0.875000    0.000000
    51    0.000000    0.875000
    52    0.875000    0.000000
    53    0.000000    0.875000
    54    0.875000    0.000000
    55    0.000000    0.875000
    56    0.875000    0.000000
    57    0.000000    0.875000
    58    0.875000    0.000000
    59    0.000000    0.875000
    60    0.875000    0.000000
    61    0.000000    0.875000
    62    0.875000    0.000000
    63    0.000000    0.875000
    64    0.875000    0.000000
it, E/N =          1     -0.94030568
it, E/N =          2     -1.06818758
it, E/N =          3     -1.11740189
it, E/N =          4     -1.09561139
it, E/N =          5     -1.08594913
it, E/N =          6     -1.07900370
it, E/N =          7     -1.07213106
it, E/N =          8     -1.06688834
it, E/N =          9     -1.06365009
it, E/N =         10     -1.06236243
it, E/N =         11     -1.06266024
it, E/N =         12     -1.06383586
it, E/N =         13     -1.06527791
it, E/N =         14     -1.06666790
it, E/N =         15     -1.06787914
it, E/N =         16     -1.06887361
it, E/N =         17     -1.06965926
it, E/N =         18     -1.07026660
it, E/N =         19     -1.07073272
it, E/N =         20     -1.07109195
it, E/N =         21     -1.07137216
it, E/N =         22     -1.07159434
it, E/N =         23     -1.07177371
it, E/N =         24     -1.07192098
it, E/N =         25     -1.07204380
it, E/N =         26     -1.07214756
it, E/N =         27     -1.07223620
it, E/N =         28     -1.07231262
it, E/N =         29     -1.07237901
it, E/N =         30     -1.07243705
it, E/N =         31     -1.07248808
it, E/N =         32     -1.07253315
it, E/N =         33     -1.07257313
it, E/N =         34     -1.07260872
it, E/N =         35     -1.07264051
it, E/N =         36     -1.07266899
it, E/N =         37     -1.07269458
it, E/N =         38     -1.07271762
it, E/N =         39     -1.07273844
it, E/N =         40     -1.07275725
it, E/N =         41     -1.07277431
it, E/N =         42     -1.07278981
